movie_id,primary_title,original_title,start_year,runtime_minutes,genre1,genre2,genre3
tt5271436,Snatched,Snatched,2015,47.0,Drama,Horror,Mystery
tt10074486,Vortex,Vortex,2019,,Drama,,
tt10090222,Inferno,Inferno,2018,16.0,Documentary,,
tt1686470,Inferno,Giao lo dinh menh,2010,100.0,Documentary,,
tt3062096,Inferno,Inferno,2016,121.0,Documentary,,
tt3219106,Inferno,Inferno,2014,113.0,Documentary,,
tt9149142,Inferno,Inferno,2017,58.0,Documentary,,
tt1016090,The Cursed,The Cursed,2010,88.0,Horror,Thriller,
tt9407156,The Cursed,The Cursed,2018,86.0,Horror,Thriller,
tt1018765,Our Brand Is Crisis,Our Brand Is Crisis,2015,107.0,Comedy,Drama,
tt10188328,Finding You,Finding You,2019,97.0,Drama,Romance,
tt10199590,Les Misérables,Les misérables,2019,102.0,Drama,,
tt1707386,Les Misérables,Les Misérables,2012,158.0,Drama,,
tt5615922,Les Misérables,Les Misérables,2016,,Drama,,
tt10199640,Beanpole,Dylda,2019,130.0,Drama,,
tt1020072,Selma,Selma,2014,128.0,Biography,Drama,History
tt1023114,The Way Back,The Way Back,2010,133.0,Adventure,Drama,History
tt10243672,Joy,Joy,2019,,,,
tt1465490,Joy,Joy,2010,75.0,,,
tt2327665,Joy,Joy,2012,53.0,,,
tt2446980,Joy,Joy,2015,124.0,,,
tt2495188,Joy,Hara,2012,80.0,,,
tt6180144,Joy,Joy,2016,80.0,,,
tt8731858,Joy,Joy,2018,4.0,,,
tt8917752,Joy,Joy,2018,99.0,,,
tt1024648,Argo,Argo,2012,120.0,Biography,Drama,Thriller
tt1025100,Gemini Man,Gemini Man,2019,,Action,Drama,Sci-Fi
tt10263134,The Nest,The Nest,2019,,Drama,,
tt5783250,The Nest,Il nido,2016,80.0,Drama,,
tt8444642,The Nest,The Nest,2018,62.0,Drama,,
tt10263270,Kick,Kick,2018,118.0,Documentary,,
tt2372222,Kick,Kick,2014,146.0,Documentary,,
tt2402127,Kick,Kick,2015,76.0,Documentary,,
tt2597186,Kick,Kick,2018,,Documentary,,
tt10272534,Lux Æterna,Lux Æterna,2019,50.0,Drama,,
tt10274594,Alone,Alone,2019,,Horror,Thriller,
tt10332854,Alone,Alone,2019,81.0,Horror,Thriller,
tt1504989,Alone,Alone,2010,95.0,Horror,Thriller,
tt2321175,Alone,Alone,2011,,Horror,Thriller,
tt2660068,Alone,Gudu,2013,89.0,Horror,Thriller,
tt3428212,Alone,Alone,2014,,Horror,Thriller,
tt3689680,Alone,Alone,2014,49.0,Horror,Thriller,
tt3838034,Alone,Seuls,2017,98.0,Horror,Thriller,
tt4034112,Alone,Alone,2017,70.0,Horror,Thriller,
tt4271730,Alone,Alone,2015,133.0,Horror,Thriller,
tt4653938,Alone,Solos,2015,92.0,Horror,Thriller,
tt5300612,Alone,Alone,2013,62.0,Horror,Thriller,
tt5494382,Alone,Hon-ja,2015,90.0,Horror,Thriller,
tt6262728,Alone,Alone,2015,,Horror,Thriller,
tt7457224,Alone,Alone,2017,9.0,Horror,Thriller,
tt9062580,Alone,Alone,2019,69.0,Horror,Thriller,
tt1029231,Krrish 3,Krrish 3,2013,152.0,Action,Adventure,Sci-Fi
tt1029360,Poltergeist,Poltergeist,2015,93.0,Horror,Thriller,
tt10300662,Kidnap,Kidnap,2019,,Horror,Thriller,
tt1458169,Kidnap,Kidnap,2017,95.0,Horror,Thriller,
tt3980966,Kidnap,Kidnap,2014,,Horror,Thriller,
tt9603698,Kidnap,Kidnap,2012,50.0,Horror,Thriller,
tt10313886,Spiral,Spiral,2019,,Thriller,,
tt2742234,Spiral,Spiral,2013,,Thriller,,
tt3523480,Spiral,Spiral,2014,100.0,Thriller,,
tt5359048,Spiral,Spiral,2017,79.0,Thriller,,
tt5646604,Spiral,Spiral,2018,90.0,Thriller,,
tt10332120,Much Ado About Nothing,Much Ado About Nothing,2019,130.0,Comedy,Drama,
tt1748124,Much Ado About Nothing,Much Ado About Nothing,2010,68.0,Comedy,Drama,
tt2094064,Much Ado About Nothing,Much Ado About Nothing,2012,109.0,Comedy,Drama,
tt2651158,Much Ado About Nothing,Much Ado About Nothing,2012,167.0,Comedy,Drama,
tt4650738,Much Ado About Nothing,Aquí No Ha Pasado Nada,2016,94.0,Comedy,Drama,
tt5569310,Much Ado About Nothing,Much Ado About Nothing,2011,161.0,Comedy,Drama,
tt10334148,Blithe Spirit,Blithe Spirit,2020,,Comedy,,
tt1034415,Suspiria,Suspiria,2018,152.0,Fantasy,Horror,Mystery
tt10353908,Firebird,Firebird,2019,,Drama,Romance,
tt10362466,After We Collided,After We Collided,2020,,Romance,,
tt10375030,Wanderlust,Wanderlust,2019,,Fantasy,,
